Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,AQI
2015-04-30,0,126.59,0,28.97,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-01,0,126.59,0,29.45,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-02,0,126.59,0,31.07,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-03,0,126.59,0,33.46,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-04,0,126.59,0,31.89,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-05,0,126.59,0,27.97,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-06,0,126.59,0,28.01,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-07,0,126.59,0,46.54,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-08,0,126.59,0,27.7,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-09,0,126.59,0,27.83,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-10,0,126.59,0,27.91,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-11,0,126.59,8.94,27.9,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-12,0,126.59,8.94,27.98,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-13,0,126.59,8.94,25.47,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-14,0,126.59,8.94,23.08,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-15,0,126.59,8.94,23.12,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-16,0,126.59,8.94,23.14,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-17,0,126.59,8.94,23.28,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-18,0,126.59,8.94,23.2,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-19,0,126.59,8.94,23.14,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-20,0,126.59,8.94,23.11,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-21,0,126.59,8.94,23.22,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-22,0,126.59,8.94,23.37,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-23,0,126.59,8.94,23.46,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-24,0,126.59,8.94,23.55,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-25,0,126.59,8.94,23.41,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-26,0,126.59,8.94,23.46,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-27,0,126.59,8.94,23.5,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-28,0,126.59,8.94,23.57,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-29,0,126.59,8.94,23.5,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-30,0,126.59,8.94,23.51,0,193.8541945131069,17.23999999960797,0,0,0
2015-05-31,0,126.59,8.94,23.78,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-01,0,126.59,8.94,23.69,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-02,0,126.59,8.94,41.01,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-03,0,126.59,8.94,57.53,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-04,0,126.59,8.94,23.38,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-05,0,126.59,8.94,30.52,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-06,0,126.59,8.94,23.05,0,193.8541945131069,17.23999999960797,0,0,0
